,time,amp
0.918,-3.0072652473403365,17
0.919,-3.3547450538260564,17
0.92,-3.669838223395652,17
0.921,-3.9492207881056745,17
0.922,-4.189969785002872,17
0.923,-4.389596315156516,17
0.924,-4.546073661261796,17
0.925,-4.657860143567103,17
0.926,-4.723916453845483,17
0.927,-4.743717270066359,17
0.928,-4.717257019607254,17
0.929,-4.645049725535719,17
0.93,-4.528122937927944,17
0.931,-4.368005819604376,17
0.932,-4.166711522285233,17
0.933,-3.9267140542413146,17
0.934,-3.65091990329506,17
0.935,-3.342634738800258,17
0.936,-3.0055255723111958,17
0.937,-2.64357880840777,17
0.938,-2.2610546639801594,17
0.939,-1.8624384756605608,17
0.94,-1.4523894505523558,17
0.941,-1.0356874445385158,17
0.942,-0.6171783749256115,17
0.943,-0.2017188897352717,17
0.944,0.2058790755794723,17
0.945,0.6009032219439946,17
0.946,0.9787946648787362,17
0.947,1.3351999540712591,17
0.948,1.666020741308757,17
0.949,1.9674605305892368,17
0.95,2.236067977499826,17
0.951,2.4687762442922536,17
0.952,2.662937962055413,17
0.953,2.816355401465803,17
0.954,2.927305508222512,17
0.955,2.994559517817188,17
0.956,3.017396926086575,17
0.957,2.995613656340504,17
0.958,2.929524330017673,17
0.959,2.8199586150422555,17
0.96,2.668251693568926,17
0.961,2.476228957842963,17
0.962,2.2461851087031075,17
0.963,1.9808578950641933,17
0.964,1.6833967938117549,17
0.965,1.3573269872201608,17
0.966,1.006509048617485,17
0.967,0.635094795947237,17
0.968,0.2474798165672748,17
0.969,-0.1517467954236245,17
0.97,-0.5578549162576809,17
0.971,-0.9660274856471236,17
0.972,-1.3714155992588366,17
0.973,-1.7691939723639942,17
0.974,-2.15461614227441,17
0.975,-2.5230687801447185,17
0.976,-2.870124492865786,17
0.977,-3.191592512976161,17
0.978,-3.483566698585832,17
0.979,-3.742470295959324,17
0.98,-3.965096954300552,17
0.981,-4.148647524993085,17
0.982,-4.290762225594497,17
0.983,-4.389547801710794,17
0.984,-4.44359937688832,17
0.985,-4.452016741202474,17
0.986,-4.41441489260753,17
0.987,-4.330928710616099,17
0.988,-4.202211708754187,17
0.989,-4.029428879725739,17
0.99,-3.814243714550394,17
0.991,-3.5587995433410344,17
0.992,-3.265695410109272,17
0.993,-2.937956756286232,17
0.994,-2.579001246815777,17
0.995,-2.192600128041704,17
0.996,-1.7828355575374373,17
0.997,-1.3540543919397434,17
0.998,-0.9108189592174972,17
0.999,-0.4578553761791468,17
