,time,amp
0.898,0.0627905195293141,5
0.899,0.0314107590781274,5
0.9,1.102182119232618e-15,5
0.901,-0.0314107590781287,5
0.902,-0.0627905195293119,5
0.903,-0.0941083133185144,5
0.904,-0.1253332335643024,5
0.905,-0.1564344650402306,5
0.906,-0.187381314585726,5
0.907,-0.2181432413965419,5
0.908,-0.2486898871648557,5
0.909,-0.2789911060392283,5
0.91,-0.309016994374948,5
0.911,-0.3387379202452901,5
0.912,-0.3681245526846782,5
0.913,-0.3971478906347791,5
0.914,-0.4257792915650726,5
0.915,-0.4539904997395482,5
0.916,-0.4817536741017149,5
0.917,-0.5090414157503723,5
0.918,-0.535826794978996,5
0.919,-0.5620833778521312,5
0.92,-0.5877852522924722,5
0.921,-0.6129070536529768,5
0.922,-0.6374239897486885,5
0.923,-0.6613118653236519,5
0.924,-0.68454710592869,5
0.925,-0.7071067811865474,5
0.926,-0.7289686274214124,5
0.927,-0.7501110696304591,5
0.928,-0.7705132427757898,5
0.929,-0.7901550123756897,5
0.93,-0.8090169943749478,5
0.931,-0.827080574274561,5
0.932,-0.8443279255020152,5
0.933,-0.8607420270039446,5
0.934,-0.8763066800438636,5
0.935,-0.8910065241883686,5
0.936,-0.9048270524660194,5
0.937,-0.9177546256839816,5
0.938,-0.9297764858882512,5
0.939,-0.9408807689542258,5
0.94,-0.9510565162951544,5
0.941,-0.9602936856769432,5
0.942,-0.9685831611286316,5
0.943,-0.9759167619387474,5
0.944,-0.982287250728689,5
0.945,-0.9876883405951375,5
0.946,-0.992114701314478,5
0.947,-0.99556196460308,5
0.948,-0.9980267284282716,5
0.949,-0.9995065603657316,5
0.95,-1.0,5
0.951,-0.9995065603657316,5
0.952,-0.9980267284282716,5
0.953,-0.99556196460308,5
0.954,-0.992114701314478,5
0.955,-0.9876883405951374,5
0.956,-0.9822872507286888,5
0.957,-0.9759167619387472,5
0.958,-0.9685831611286304,5
0.959,-0.9602936856769428,5
0.96,-0.951056516295154,5
0.961,-0.9408807689542266,5
0.962,-0.929776485888252,5
0.963,-0.9177546256839826,5
0.964,-0.9048270524660204,5
0.965,-0.8910065241883696,5
0.966,-0.8763066800438647,5
0.967,-0.860742027003944,5
0.968,-0.8443279255020165,5
0.969,-0.8270805742745624,5
0.97,-0.8090169943749491,5
0.971,-0.7901550123756912,5
0.972,-0.7705132427757914,5
0.973,-0.7501110696304607,5
0.974,-0.728968627421414,5
0.975,-0.707106781186549,5
0.976,-0.684547105928689,5
0.977,-0.6613118653236537,5
0.978,-0.6374239897486904,5
0.979,-0.6129070536529787,5
0.98,-0.5877852522924741,5
0.981,-0.5620833778521332,5
0.982,-0.5358267949789979,5
0.983,-0.5090414157503713,5
0.984,-0.4817536741017169,5
0.985,-0.4539904997395471,5
0.986,-0.4257792915650747,5
0.987,-0.3971478906347812,5
0.988,-0.3681245526846804,5
0.989,-0.3387379202452923,5
0.99,-0.3090169943749503,5
0.991,-0.2789911060392306,5
0.992,-0.2486898871648546,5
0.993,-0.2181432413965442,5
0.994,-0.1873813145857247,5
0.995,-0.1564344650402329,5
0.996,-0.1253332335643047,5
0.997,-0.0941083133185167,5
0.998,-0.0627905195293142,5
0.999,-0.0314107590781311,5
